id,text,Hello,Done,Connect,Order,Changing,Return,Other,Inform,Request,ID_product,size_product,color_product,material_product,cost_product,amount_product,name_promotion,content_promotion,Id member,phone member,addr member,level member,benefit member,feedback,shiping fee,size customer,height customer,weight customer,addr store,phone store
380866,Khách 57: Ok em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380867,c đọc kĩ thông tin e gửi nhé! c lưu ý ship thường đừng ship nhanh vì phí ship sẽ cao nha c! c gửi về vui lòng để thông tin người gửi là tên facebook & sdt đặt hàng nha!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380868,"Đơn hàng mình gửi về shop ĐỖ HOÀI PHƯƠNG Đ/c :67/4 đường 30/4 kp2 phường trung dũng tp Biên Hòa Đồng Nai Sdt:xxxxx Ghi chú giúp em là hàng lỗi bên dưới cục hàng, kèm theo tờ bill tiền ngoài cục hàng  và để đầy đủ thông tin giúp e ạ: tên facebook đặt hàng & sđt đặt hàng. Phí SHIP hàng lỗi bên e sẽ chịu (trường hợp bên giao hàng bắt trả trước thì để thu hộ tiền ship giúp e nhé ) .LUU Ý MÌNH KHÔNG GUI BÊN GIAO HÀNG NHANH GIÚP E VÌ PHÍ RẤT CAO và KHÔNG THU COD giá trị hàng. Sau khi nhận được hàng c gửi về bên e sẽ gọi lại và giải quyết cho c luôn ạ!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380869,Khách 57: Hình như gắn nhầm sz rồi á,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380870,Khách 57: Về mặc ko vừa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380871,Khách 57: Nhưng cái quần sz L nó form sz M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380872,Khách 57: C đặt các bạn giao đúng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380873,Khách 57: Ko em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380874,c đặt M & L mà shop giao 2 L hết hả c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380875,Khách 57: Em xem giúp c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380876,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380877,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380878,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380879,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380880,e nhận dc ck r ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380881,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380882,Khách 57: Xong rồi em nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380883,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380884,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380885,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380886,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380887,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380888,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380889,Khách 57: Rồi em nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380890,ck giúp e 220k nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380891,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380892,dạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380893,Khách 57: Em ktra dùm c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380894,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380895,Khách 57: Xong rồi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380896,ck giúp e 120k nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380897,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380898,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380899,Hãy để lại tin nhắn và Đỗ Hoài Phương Boutique sẽ trả lời Bạn trong thời gian sớm nhất.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380900,Khách 57: Liên hệ tư vấn viên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380901,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380902,Khách 57: C ck rồi em nhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380903,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380904,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380905,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380906,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380907,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380908,e xác nhận rồi báo c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380909,Khách 57: C ck nhân tiền ngay nên em ktra nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380910,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380911,Khách 57: Rồi em nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380912,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380913,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380914,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380915,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380916,e nhận dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380917,e xác nhận rồi báo lại c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380918,Khách 57: Xong rồi em nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380919,ck giúp e 1155k nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380920,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380921,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380922,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380923,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380924,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380925,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380926,Khách 57: Ck rồi em nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380927,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380928,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380929,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380930,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380931,Khách 57: Còn mẫu này ko em,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380932,"Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380933,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380934,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380935,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380936,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380937,Khách 57: Em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380938,Khách 57: Xong rồi e nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380939,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380940,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380941,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380942,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380943,Em đi đơn mik rồi ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380944,Dạ alo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380945,Tc đơn của mik đx là 1.415 ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380946,Dạ dc r ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380947,Khách 57: Nhận đc chưa em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380948,Khách 57: Rồi em nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380949,Khách 57: Lệch 1 tr luôn á,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380950,Khách 57: Cộng lại tiền giúp c nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380951,Khách 57: Em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380952,Khi nào mik ck xog gọi báo em kt nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380953,Đây ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380954,Đayaj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380955,Dạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380956,Khách 57: Em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380957,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380958,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380959,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380960,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380961,Khách 57: Xong rồi em nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380962,Khách 57: Ok nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380963,Khách 57: Tổng tiền là mấy em nhỉ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380964,Đây ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380965,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380966,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380967,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380968,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380969,Khách 57: Em ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380970,onversation: Khách 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380971,Khách 58: Kích thước mấy Shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380972,"Khách 58: OK ,Live có gọi tên",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380973,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380974,Khách 58: 3/51a quốc lộ 1 kp2 p1 tx cai lậy tỉnh tiền Giang xxxxx chị thắm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380975,onversation: Khách 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380976,Khách 59: Ok shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380977,còn đầm hoa thì shop sẽ báo với chị ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380978,dạ shop sẽ kiểm kê số lượng mai t với chị ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380979,Khách 59: Nếu đầm hoa còn size L thì lấy cho mình luôn nhe shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380980,"Em chốt đơn hàng cho mình rồi chị nhé .Vì đơn hàng chốt qua tin nhắn nên bên e sẽ không gọi điện lại .Hàng chốt sẽ gói đi hàng liền nên chị tổng bill một lần giúp em .( Lưu ý bên em không ktra hàng trước khi nhận ,CÓ ĐƠN TRÊN LIVE c nhớ nhăc ạ , sau khi nhận hàng có vấn đề liên hệ hotline bên e để giải quyết ) Cám ơn chị ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380981,Khách 59: Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380982,dạ chị lấy đầm nâu size M với set sọc chị nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380983,Khách 59: Hai mẫu này đầm sọc xanh với đầm nâu size m .shop có chốt cho mình chưa shop.??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380984,Khách 59: Nếu còn thì phản hồi cho mình nhe shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380985,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380986,Khách 59: Mẫu này size L còn k shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380987,Khách 59: Nâu size m nhe shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380988,dạ đầm nâu chị lấy size gì v ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380989,"Khách 59: Lấy đầm sọc xanh như hình với đầm nâu sai M .địa chỉ 20/39 đường 160 phường tăng nhơn phú A q9 tp hcm xxxxx ,Huỳnh Nương)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380990,"Dạ chị Phương có canh số đo ba vòng hết trên live, nhân viên bên em không tư vấn số kg cho mình được ạ .Mình chốt hàng vui lòng xem kĩ chắc chắn rồi đặt hàng giúp em nhé .( LƯU Ý bên em không đổi trả cho mình trường hợp mặc không vừa ạ )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380991,"Khách 59: Đầm nâu sai s eo bao nhiu vừa, sai m eo bao nhiu vừa vậy shop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380992,Khách 59: Mẫu đầm nâu sai m nhe e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380993,Dạ còn 2 mẫu này  nha chị Huỳnh Nương  . Mình đặt hàng để lại SĐT và ĐỊA CHỈ để bên em lên đơn cho mình ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380994,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380995,Khách 59: Hai mẫu này còn k shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380996,Khách 59: Ok shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380997,"Dạ chị mẫu này bên shop tạm hết ạ. Khi nào về lại chị Phương sẽ live lại ạ, lúc đó chị đặt lại giúp e nha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380998,Khách 59: Mẫu này bên shop còn không ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380999,onversation: Khách 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381000,Dạ còn màu trắng trắng thôi a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381001,Khách 60: hết màu đen hả sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381002,Dạ còn sz M giá 199k màu trắng ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381003,Khách 60: còn size s hk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381004,Khách 60: bn v sh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381005,onversation: Khách 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381006,Mình có muốn lấy k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381007,Dạ em còn mặt nạ ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381008,Khách 61: Đon bưa t3 t4 .goi chưa c .e đặt mặt nạ mà k thấy goi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381009,"Dạ chị mẫu mặt nạ bên shop tạm hết ạ. Khi nào về lại chị Phương sẽ live lại ạ, lúc đó chị đặt lại giúp e nha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381010,Khách 61: Gưi e 1 hộp yk ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381011,Khách 61: Z còn mặt nạ nhau thai k ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381012,"Dạ có thể do đơn hàng của chị nằm trong 2 bao tải hàng bị thất lạc bên shop. Vì khi vận chuyển shop đã gửi tất cả hàng cho bên vận chuyển, nhưng khi bên vận chuyển báo về thì nói là mất 2 bao tải hàng, nên shop không thể gửi cho mình được ạ. Mong chị thông cảm vê sự cố lần này chị yêu nhé ! SHop chân thành cảm ơn chị nhiều ạ  Mong chị có thể đặt hàng lại mẫu khác giúp shop chị nhé",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381013,Khách 61: C oi .gưi mặt nạ cho e chưa z .sao k thấy gjao hàng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381014,Khách 61: C xem .da gui mặt na chua .s ca tuần k thấy gjao hag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381015,Khách 61: C oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381016,Khách 61: Đa gưi mặt nạ cho e chưa hay s z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381017,Khách 61: C .oi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381018,Khách 61: Z bưa jo .đa gưi chưa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381019,"Em chốt đơn hàng cho mình rồi chị nhé .Vì đơn hàng chốt qua tin nhắn nên bên e sẽ không gọi điện lại .Hàng chốt sẽ gói đi hàng liền nên chị tổng bill một lần giúp em .( Lưu ý bên em không ktra hàng trước khi nhận ,CÓ ĐƠN TRÊN LIVE c nhớ nhăc ạ , sau khi nhận hàng có vấn đề liên hệ hotline bên e để giải quyết ) Cám ơn chị ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381020,Dạ vâng ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381021,Khách 61: 475k ca shjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381022,Khách 61: Da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381023,Dạ 1 hộp là 50 cái chị nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381024,Khách 61: C .oi còn mặt na k .gui cho e 1hôp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381025,khu phố nam trung thị trấn thuận nam .tinh bình thuận .xxxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381026,dạ ship 30k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381027,Khách 61: Binh thuân shjp s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381028,Khách 61: Co mất shjp k ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381029,445k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381030,dạ 1 hộp 50 miếng ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381031,Khách 61: E lây 1 hôp lun bn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381032,dạ 1 set/10 miếng 89k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381033,Khách 61: 1 hôp nhau thai bn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381034,Khách 61: Mau đen va be lun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381035,Khách 61: E muon mua le quan thoi dk k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381036,Khách 61: Quan con k ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381037,"Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381038,ốt hàng (thông tin đầy đủ sđt + địa chỉ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381039,vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381040,251.730.9099.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381041,onversation: Khách 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381042,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381043,Khách 62: Còn thì e lấy áo nữa ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381044,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381045,Khách 62: Lấy e 1 bộ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381046,Khách 62: Còn k ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381047,onversation: Khách 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381048,"Dạ hiện bên e chưa kiểm kê được số lương để check ib, mai chị nt lại giúp e nha. Còn nếu mình có đơn trên live thì mai bên e mới soạn và gọi chị đợi giúp e ạ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381049,Khách 63: Tối c ghé lấy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381050,Khách 63: Nếu còn thì chốt cho c nhé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381051,Khách 63: 3 mẫu này còn kg  vậy e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381052,Khách 63: Tối mình ghé lấy nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381053,Mình đặt hàng để lại SĐT và ĐỊA CHỈ để bên em lên đơn cho mình ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381054,Khách 63: Vậy cho c chốt size S nha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381055,dạ  shop còn mẫu này sz S và M thôi ạ',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381056,"Khách 63: 2 mẫu này còn kg e ơi,c có comment trên live mà chưa đc gọi tên",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381057,"Khách 63: Mình chưa đc đoc tên trên live,mình mua qua inbox,vậy còn hàng kg ạh,để e chạy lên",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381058,Mình có đơn trên live không chị Moon Luong . Trường hợp mình được đọc tên trên live không chốt trong tin nhắn giúp e nhé chị để tránh trường hợp bị trùng bill ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381059,Khách 63: Nếu còn thì lát c ghé lấy luôn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381060,Khách 63: E ơi còn 2 set này kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381061,Khách 63: 1 nước hoa good girl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381062,ứt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381063,đen của Bich Po Luong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381064,"Khách 63: E ơi vừa có người gọi chốt đơn nữa mà c kg bik,c ghé shop lấy luôn đc kg e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381065,"Khách 63: Chỉ sợ gọi cho mình kg bik,nên kg nghe máy rồi bị vào sổ đen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381066,"Khách 63: Tại mình hay để chế độ rung,nên khi gọi kg để ý ak,nếu đc thì shop chốt đơn cho mình luôn bây jo đc kg?để lát trưa mình ghé lấy cho nhanh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381067,Dạ sẽ có bạn gọi lại chốt đơn cho chị ạ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381068,Khách 63: Mình cám ơn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381069,"Khách 63: 1 chai nước hoa good girl chấm bi,2set mứt,1hũ cơm cháy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381070,"Khách 63: Lúc 18h mình thấy có cuộc gọi nhỡ bên shop,mình có gọi lại mà kh đc,có j bạn gọi lại chốt đợ cho mình nha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381071,Khách 63: Bạn ơi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
