"id","text","Hello","Done","Connect","Order","Changing","Return","Other","Inform","Request","ID_product","size_product","color_product","material_product","cost_product","amount_product","name_promotion","content_promotion","Id member","phone member","addr member","level member","benefit member","feedback","shiping fee","size customer","height customer","weight customer","addr store","phone store"
"389457","Khách 168: Set nay con ko em oi","","","","","","","","","Khách 168: Set nay con ko em oi","","","","","","Khách 168: Set nay con ko em oi","","","","","","","","","","","","","",""
"389458","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389459","Khách 168: Em oi","Khách 168: Em oi","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389460","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389461","Khách 168: Set nay con ko em oi","","","","","","","","","Khách 168: Set nay con ko em oi","","","","","","Khách 168: Set nay con ko em oi","","","","","","","","","","","","","",""
"389462","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389463","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389464","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389465","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389466","Khách 168: Hihi","","","","","","","Khách 168: Hihi","","","","","","","","","","","","","","","","","","","","","",""
"389467","Khách 168: Cảm ơn em nhiều, nhờ em mà chị có nhiều đồ đep luon","","","","","","","Khách 168: Cảm ơn em nhiều, nhờ em mà chị có nhiều đồ đep luon","","","","","","","","","","","","","","","","","","","","","",""
"389468","Shop: e nhận rồi nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389469","Khách 168: Chi ck roi ne em oi","","","","","","","Khách 168: Chi ck roi ne em oi","","","","","","","","","","","","","","","","","","","","","",""
"389470","Khách 168: Chi ck lien nha","","","","","","","Khách 168: Chi ck lien nha","","","","","","","","","","","","","","","","","","","","","",""
"389471","Khách 168: Ok em","","","","","","","Khách 168: Ok em","","","","","","","","","","","","","","","","","","","","","",""
"389472","Shop: c ck thêm giúp e 400k nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389473","Shop: set đó 190","","","","","","","","","","","","","","190","","","","","","","","","","","","","","",""
"389474","Khách 168: Cảm ơn em nghen","","","","","","","Khách 168: Cảm ơn em nghen","","","","","","","","","","","","","","","","","","","","","",""
"389475","Khách 168: Ui vậy hả em hihi","","","","","","","Khách 168: Ui vậy hả em hihi","","","","","","","","","","","","","","","","","","","","","",""
"389476","Shop: à c ơi, e tìm được set hồng cho c rồi","","","","","","","","","","","","hồng","","","","","","","","","","","","","","","","",""
"389477","Khách 168: Okie em nè, cảm ơn em","","","","","","","Khách 168: Okie em nè, cảm ơn em","","","","","","","","","","","","","","","","","","","","","",""
"389478","Shop: dạ set này hết lâu rồi nè c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389479","Khách 168: À set này hết lâu rồi phải ko em hen?","","","","","","","","","Khách 168: À set này hết lâu rồi phải ko em hen?","","","","","","Khách 168: À set này hết lâu rồi phải ko em hen?","","","","","","","","","","","","","",""
"389480","Khách 168: Chị cảm ơn em đã lấy hàng cho chị nha bé","","","","","","","Khách 168: Chị cảm ơn em đã lấy hàng cho chị nha bé","","","","","","","","","","","","","","","","","","","","","",""
"389481","Khách 168: Chị tính kiếm thêm món nào để trên 500k mà chưa kiếm ra lun, hihi.. ma ko sao ne em","","","","","","","Khách 168: Chị tính kiếm thêm món nào để trên 500k mà chưa kiếm ra lun, hihi.. ma ko sao ne em","","","","","","","500k","","","","","","","","","","","","","","",""
"389482","Khách 168: À 235k","","","","","","","Khách 168: À 235k","","","","","","","","","","","","","","","","","","","","","",""
"389483","Khách 168: Vậy chi sẽ gửi cho shipper thêm 245k phải ko em hen?","","","","","","","Khách 168: Vậy chi sẽ gửi cho shipper thêm 245k phải ko em hen?","","","","","","","","","","","","","","","","","","","","","",""
"389484","Khách 168: Ok em nè","","","","","","","Khách 168: Ok em nè","","","","","","","","","","","","","","","","","","","","","",""
"389485","Shop: vậy e gộp vào đi đơn 4 món, nhưng chưa tới 500k nên +25ship nữa nha c","","","","","","","","","","","","","","500k|/|25ship","4 món","","","","","","","","","","","","","",""
"389486","Khách 168: Đúng rồi em nè","","","","","","","Khách 168: Đúng rồi em nè","","","","","","","","","","","","","","","","","","","","","",""
"389487","Khách 168: À em ơi, với hôm trước chị có nhờ giữ 1 đơn 225k chị đã ck để giữ hàng á em, có gì em gửi chung giup chi nha","","","","","","","Khách 168: À em ơi, với hôm trước chị có nhờ giữ 1 đơn 225k chị đã ck để giữ hàng á em, có gì em gửi chung giup chi nha","","","","","","","225k","1 đơn","","","","","","","","","","","","","",""
"389488","Shop: ship ĐC cũ đúng k c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389489","Khách 168: Dung roi nha em oi","","","","","","","Khách 168: Dung roi nha em oi","","","","","","","","","","","","","","","","","","","","","",""
"389490","Shop: vậy e chốt c đầm vs áo thôi đúng k c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389491","Khách 168: À okie bé","","","","","","","Khách 168: À okie bé","","","","","","","","","","","","","","","","","","","","","",""
"389492","Shop: váy k còn nè c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389493","Khách 168: Với chân váy xếp ly hồng size S 105k là còn sót cái nào ko em hen","","","","","","","","","Khách 168: Với chân váy xếp ly hồng size S 105k là còn sót cái nào ko em hen","chân váy xếp ly"," size S "," hồng","","105k","Khách 168: Với chân váy xếp ly hồng size S 105k là còn sót cái nào ko em hen","","","","","","","","","","","","","",""
"389494","Khách 168: Chị lấy đầm trắng kem 145k trên nha em","","","","Khách 168: Chị lấy đầm trắng kem 145k trên nha em","","","","","","","","trắng kem","","145k","","","","","","","","","","","","","","",""
"389495","Shop: c coi live giúp e nha, chứ e k biết á c :( tùy mỗi người nhìn nè c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389496","Khách 168: Đầm này mặc ko có bị mỏng ha em?","","","","","","","Khách 168: Đầm này mặc ko có bị mỏng ha em?","","","","","","","","","","","","","","","","","","","","","",""
"389497","Shop: dạ còn c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389498","Khách 168: Dam nay con ko em","","","","","","","","","Khách 168: Dam nay con ko em","","","","","","Khách 168: Dam nay con ko em","","","","","","","","","","","","","",""
"389499","Shop: DẠ OK C","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389500","Khách 168: Em doi chi xiu nghen, chi coi co thêm món nào nữa ko chi báo em lien","","","","","","","Khách 168: Em doi chi xiu nghen, chi coi co thêm món nào nữa ko chi báo em lien","","","","","","","","","","","","","","","","","","","","","",""
"389501","Khách 168: Ui hihi, cam on em nhieu","","","","","","","Khách 168: Ui hihi, cam on em nhieu","","","","","","","","","","","","","","","","","","","","","",""
"389502","Shop: c lấy thêm gì nữa k c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389503","Shop: e có áo cho c rồi nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389504","Khách 168: Cảm ơn em nhieu lam","","","","","","","Khách 168: Cảm ơn em nhieu lam","","","","","","","","","","","","","","","","","","","","","",""
"389505","Shop: bên e đang soạn hàng, mấy bạn soạn xong e check lại rồi báo c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389506","Khách 168: Mẫu áo croptop tím còn ko bé","","","","","","","","","Khách 168: Mẫu áo croptop tím còn ko bé","áo croptop",""," tím","","","Khách 168: Mẫu áo croptop tím còn ko bé","","","","","","","","","","","","","",""
"389507","Shop: dạ c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389508","Khách 168: Ui sorry em chi gửi nhầm mẫu trên hihi","","","","","","","Khách 168: Ui sorry em chi gửi nhầm mẫu trên hihi","","","","","","","","","","","","","","","","","","","","","",""
"389509","Khách 168: Bo nay shop co hinh mặc mẫu ko ạ","","","","","","","Khách 168: Bo nay shop co hinh mặc mẫu ko ạ","","","","","","","","","","","","","","","","","","","","","",""
"389510","Khách 168: Cảm ơn em nghen","","","","","","","Khách 168: Cảm ơn em nghen","","","","","","","","","","","","","","","","","","","","","",""
"389511","Shop: dạ vì mẫu còn ít nên sale lẻ nên hết ạ :( nếu có về lại thì c đặt lại nha <3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389512","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389513","Khách 168: À ok em hic","","","","","","","Khách 168: À ok em hic","","","","","","","","","","","","","","","","","","","","","",""
"389514","Shop: Dạ chị mẫu này bên shop tạm hết ạ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389515","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389516","Khách 168: Em oi ao thun hong nay neu con chi order 1 cai nha","","","","Khách 168: Em oi ao thun hong nay neu con chi order 1 cai nha","","","","","","ao thun","","hong","","","1 cai","","","","","","","","","","","","","",""
"389517","Khách 168: Voi set cam nay ne em","","","","","","","","Khách 168: Voi set cam nay ne em","","","","cam","","","","","","","","","","","","","","","","",""
"389518","Khách 168: Áo hồng này còn ko em","","","","","","","","","Khách 168: Áo hồng này còn ko em","","","hồng ","","","Khách 168: Áo hồng này còn ko em","","","","","","","","","","","","","",""
"389519","Khách 168: Cảm ơn em nha","","","","","","","Khách 168: Cảm ơn em nha","","","","","","","","","","","","","","","","","","","","","",""
"389520","Shop: e nhận dc ck r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389521","Shop: Dạ chị mẫu này bên shop tạm hết ạ.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389522","Khách 168: Set tím này con ko em hen","","","","","","","","","Khách 168: Set tím này con ko em hen","","","tím ","","","Khách 168: Set tím này con ko em hen","","","","","","","","","","","","","",""
"389523","Khách 168: Cảm ơn em :)","","","","","","","Khách 168: Cảm ơn em :)","","","","","","","","","","","","","","","","","","","","","",""
"389524","Shop: Cảm phiền chị đợi giúp em một xíu nhé. Em xác nhận sẽ báo lại chị liền ạ. Em cảm ơn chị ạ <3","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389525","Khách 168: Em check giup chi nha","","","","","","","Khách 168: Em check giup chi nha","","","","","","","","","","","","","","","","","","","","","",""
"389526","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389527","Khách 168: Em oi chi ck roi nha so tien la 225,000vnd","","","","","","","Khách 168: Em oi chi ck roi nha so tien la 225,000vnd","","","","","",""," 225,000vnd","","","","","","","","","","","","","","",""
"389528","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389529","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389530","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389531","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389532","Shop: da c <","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389533","Khách 168: Hồng còn size M thì cũng duoc luon nha em.. thanks em nha","","","","","","","","Khách 168: Hồng còn size M thì cũng duoc luon nha em.. thanks em nha","","","size M ","Hồng ","","","","","","","","","","","","","","","","",""
"389534","Khách 168: Oh cảm ơn em, nếu có sót cái hồng nào thì báo dùm chị nghen, cảm ơn em nha","","","","","","","Khách 168: Oh cảm ơn em, nếu có sót cái hồng nào thì báo dùm chị nghen, cảm ơn em nha","","","","","hồng","","","","","","","","","","","","","","","","",""
"389535","Shop: còn màu trắng thôi ạ","","","","","","","","","","","","màu trắng","","","","","","","","","","","","","","","","",""
"389536","Khách 168: Size S ạ","","","","","","","","Khách 168: Size S ạ","","","Size S","","","","","","","","","","","","","","","","","",""
"389537","Khách 168: Còn chan vay xep ly hồng con ko e","","","","","","","","","Khách 168: Còn chan vay xep ly hồng con ko e","chan vay xep ly ","","hồng","","","Khách 168: Còn chan vay xep ly hồng con ko e","","","","","","","","","","","","","",""
"389538","Khách 168: Dạ","","","","","","","Khách 168: Dạ","","","","","","","","","","","","","","","","","","","","","",""
"389539","Shop: dạ mẫu này bên shop tạm hết ạ ..","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389540","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389541","Khách 168: Set nay con ko em","","","","","","","","","Khách 168: Set nay con ko em","","","","","","Khách 168: Set nay con ko em","","","","","","","","","","","","","",""
"389542","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389543","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389544","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389545","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389546","Khách 168: Em oi chi order 1 chan vay xep ly màu HỒNG SIZE S nha em","","","","Khách 168: Em oi chi order 1 chan vay xep ly màu HỒNG SIZE S nha em","","","","","","chan vay xep ly","SIZE S","màu HỒNG","",""," 1","","","","","","","","","","","","","",""
"389547","Shop: c k có đơn trên live đúng k c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389548","Khách 168: Và đầm dây đen 99k con ko e","","","","","","","","","Khách 168: Và đầm dây đen 99k con ko e"," đầm dây",""," đen","","99k","Khách 168: Và đầm dây đen 99k con ko e","","","","","","","","","","","","","",""
"389549","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389550","Khách 168: Chân váy hồng size S","","","","","","","","Khách 168: Chân váy hồng size S","","Chân váy"," size S"," hồng","","","","","","","","","","","","","","","","",""
"389551","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389552","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389553","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389554","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," 0251.730.9099"
"389555","Khách 168: Em ơi","Khách 168: Em ơi","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389556","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389557","Khách 168: Vơi body 99k đen con ko em","","","","","","","","","Khách 168: Vơi body 99k đen con ko em"," body","","đen","","99k ","Khách 168: Vơi body 99k đen con ko em","","","","","","","","","","","","","",""
"389558","Khách 168: Chi order 1 chân váy xếp ly hồng size S nha","","","","Khách 168: Chi order 1 chân váy xếp ly hồng size S nha","","","","","","chân váy xếp ly","size S","hồng","",""," 1","","","","","","","","","","","","","",""
"389559","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389560","Shop: Cảm ơn bạn đã nhắn tin. Chúng tôi hiện đang vắng mặt và sẽ trả lời bạn trong giờ làm việc.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389561","Khách 168: Em oi","Khách 168: Em oi","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389562","Khách 168: Cảm ơn em nha","","","","","","","Khách 168: Cảm ơn em nha","","","","","","","","","","","","","","","","","","","","","",""
"389563","Shop: e nhận dc r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389564","Khách 168: Cam on em","","","","","","","Khách 168: Cam on em","","","","","","","","","","","","","","","","","","","","","",""
"389565","Shop: dạ e xác nhận rồi báo c liền nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389566","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389567","Khách 168: Em check giup chi nha, chi ck roi ne","","","","","","","Khách 168: Em check giup chi nha, chi ck roi ne","","","","","","","","","","","","","","","","","","","","","",""
"389568","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389569","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389570","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389571","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389572","Khách 168: Hay màu nào khác cung duoc á em","","","","","","","","","Khách 168: Hay màu nào khác cung duoc á em","","","Khách 168: Hay màu nào khác cung duoc á em","","","","","","","","","","","","","","","","",""
"389573","Khách 168: Bộ kiểu giống vầy mà màu hồng nhạt mình còn ko em hen","","","","","","","","","Khách 168: Bộ kiểu giống vầy mà màu hồng nhạt mình còn ko em hen","","","màu hồng nhạt","","","Khách 168: Bộ kiểu giống vầy mà màu hồng nhạt mình còn ko em hen","","","","","","","","","","","","","",""
"389574","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389575","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389576","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389577","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389578","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389579","Khách 168: Em oi","Khách 168: Em oi","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389580","Khách 168: Ok thanks em nha","","","","","","","Khách 168: Ok thanks em nha","","","","","","","","","","","","","","","","","","","","","",""
"389581","Shop: e nhận rồi ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389582","Khách 168: Thanks em","","","","","","","Khách 168: Thanks em","","","","","","","","","","","","","","","","","","","","","",""
"389583","Shop: e xác nhận rồi báo c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389584","Khách 168: Chi ck roi ne em oi","","","","","","","Khách 168: Chi ck roi ne em oi","","","","","","","","","","","","","","","","","","","","","",""
"389585","Shop: dạ c ck gửi giao dịch giúp e nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389586","Khách 168: Okiee be nha","","","","","","","Khách 168: Okiee be nha","","","","","","","","","","","","","","","","","","","","","",""
"389587","Shop: là gồm set 190 với đầm 165k","","","","","","","","","","","","","","190 |/|165k","","","","","","","","","","","","","","",""
"389588","Shop: dạ v chị chuyển 355k nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389589","Khách 168: Chi ck luon nghen","","","","","","","Khách 168: Chi ck luon nghen","","","","","","","","","","","","","","","","","","","","","",""
"389590","Khách 168: Dung roi nha be oi","","","","","","","Khách 168: Dung roi nha be oi","","","","","","","","","","","","","","","","","","","","","",""
"389591","Shop: chị chuyển đơn sau luôn ko ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389592","Shop: dạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389593","Khách 168: Cảm ơn em nghen","","","","","","","Khách 168: Cảm ơn em nghen","","","","","","","","","","","","","","","","","","","","","",""
"389594","Khách 168: Hihi","","","","","","","Khách 168: Hihi","","","","","","","","","","","","","","","","","","","","","",""
"389595","Khách 168: Okiee be","","","","","","","Khách 168: Okiee be","","","","","","","","","","","","","","","","","","","","","",""
"389596","Shop: ý là đơn c đã có ck cọc trước rồi nên dc freeship rồi á c :P","","","","","","","","","","","","","","","","","","","","","","","","freeship","","","","",""
"389597","Khách 168: Đơn truoc co 349k à á em ui.. gio chi gộp them 2 mon nay nua hen","","","","","","","Khách 168: Đơn truoc co 349k à á em ui.. gio chi gộp them 2 mon nay nua hen","","","","","",""," 349k "," 2 mon","","","","","","","","","","","","","",""
"389598","Shop: dạ đơn c đã ck trước là dc freeship rồi ạ","","","","","","","","","","","","","","","","","","","","","","",""," freeship","","","","",""
"389599","Khách 168: Vay chi lay 1 cai dam nay nua nha em oi.. chi ck luon thi co duoc freeship ko em hen? Đơn truoc chi da ck 349k la em đang giữ dùm chị á","","","","Khách 168: Vay chi lay 1 cai dam nay nua nha em oi.. chi ck luon thi co duoc freeship ko em hen? Đơn truoc chi da ck 349k la em đang giữ dùm chị á","","","","","","","","","","349k","1 cai ","","","","","","","",""," freeship","","","","",""
"389600","Shop: dạ còn ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389601","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389602","Khách 168: Mẫu nay con ko em","","","","","","","","","Khách 168: Mẫu nay con ko em","","","","","","Khách 168: Mẫu nay con ko em","","","","","","","","","","","","","",""
"389603","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389604","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389605","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389606","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389607","Khách 168: :)","","","","","","","Khách 168: :)","","","","","","","","","","","","","","","","","","","","","",""
"389608","Khách 168: Cảm ơn em nha","","","","","","","Khách 168: Cảm ơn em nha","","","","","","","","","","","","","","","","","","","","","",""
"389609","Shop: e nhận r ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389610","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389611","Khách 168: Em check giup chi nghen, em giữ đơn dum chi nha. Thanks em","","","","","","","Khách 168: Em check giup chi nghen, em giữ đơn dum chi nha. Thanks em","","","","","","","","","","","","","","","","","","","","","",""
"389612","Shop: Hiện tại hệ thống đang quá tải, khách vui lòng để lại nội dung , vấn đề , kèm theo hình ảnh mà bạn quan tâm hoặc cần xử lý","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389613","Nếu chốt hàng (thông tin đầy đủ sđt + địa chỉ)","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389614","Khách vui lòng làm theo các bước để Nv xử lý đơn hàng nhanh hơn","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389615","Call 0251.730.9099.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0251.730.9099"
"389616","Khách 168: Cảm ơn em nha :)","","","","","","","Khách 168: Cảm ơn em nha :)","","","","","","","","","","","","","","","","","","","","","",""
"389617","Shop: e nhận rồi ạ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389618","Khách 168: Em check giup chi nha","","","","","","","Khách 168: Em check giup chi nha","","","","","","","","","","","","","","","","","","","","","",""
"389619","Khách 168: Em oi chi ck roi ne","","","","","","","Khách 168: Em oi chi ck roi ne","","","","","","","","","","","","","","","","","","","","","",""
"389620","Shop: ok c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389621","Shop: Đỗ Hoài Phương Boutique thường phản hồi lại trong 24h. Nếu Bạn muốn hỏi điều gì, hãy click vào nút ""Liên hệ tư vấn viên"" nhé.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389622","Khách 168: Hihi","Khách 168: Hihi","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389623","Khách 168: Chi ck nha em","","","","","","","Khách 168: Chi ck nha em","","","","","","","","","","","","","","","","","","","","","",""
"389624","Shop: c ơi, đơn c 4 món 755k nè, c ck được chưa c, ck để freeship nè c","","","","","","","","","","","","",""," 755k ","4 món","","","","","","","","","freeship","","","","",""
"389625","Shop: dạ c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389626","Khách 168:","","","","","","","Khách 168:","","","","","","","","","","","","","","","","","","","","","",""
"389627","Khách 168: Cảm ơn bé Châu nhiều nha em ơi","","","","","","","Khách 168: Cảm ơn bé Châu nhiều nha em ơi","","","","","","","","","","","","","","","","","","","","","",""
"389628","Shop: bữa sau mấy bạn chốt đơn c nhớ nhắc co Châu giữ hàng của  c nha","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389629","Shop: vậy để e giữ cho c cũng đc nè","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"389630","Khách 168: Bé oi chi rang ck nay gio ma vcb toàn báo lỗi, chị đang thử lại mấy lần lun á","","","","","","","Khách 168: Bé oi chi rang ck nay gio ma vcb toàn báo lỗi, chị đang thử lại mấy lần lun á","","","","","","","","","","","","","","","","","","","","","",""
